order_id,customer_id,order_date,channel,total_amount,shipping_postal_code
1634,217,2025-06-27,web,1060.03,15299
1635,197,2025-07-19,bopis,36.36,26169
1636,411,2024-09-27,bopis,797.11,62209
1637,426,2024-05-29,web,520.87,86206
1638,143,2024-06-29,web,348.75,34712
1639,385,2024-05-06,mobile,42.32,79388
1640,169,2025-10-02,bopis,72.15,43839
1641,446,2024-08-31,web,1000.79,62570
1642,496,2024-04-10,store,69.11,61318
1643,198,2025-08-10,web,66.74,45467
1644,98,2024-11-25,mobile,58.16,79476
1645,309,2024-07-23,mobile,1082.55,60764
1646,426,2025-11-05,mobile,176.28,41600
1647,59,2025-06-28,bopis,77.3,70118
1648,167,2025-10-13,bopis,77.3,25423
1649,159,2025-06-18,mobile,319.94,52539
1650,460,2025-06-25,web,72.15,29822
1651,304,2024-01-05,bopis,81.69,42738
1652,390,2025-01-14,web,59.0,93731
1653,162,2025-06-27,mobile,123.39,58861
1654,225,2024-10-13,web,234.92,33211
1655,260,2024-09-22,store,55.48,45588
1656,71,2024-01-08,web,185.41,17192
1657,380,2025-07-17,mobile,29.41,96285
1658,302,2025-08-23,web,46.31,96878
1659,304,2024-01-16,mobile,145.84,49889
1660,424,2024-06-18,mobile,59.0,54289
1661,442,2025-06-23,web,198.12,59911
1662,68,2024-01-08,web,220.0,38068
1663,441,2025-03-02,web,58.16,82689
1664,435,2025-04-23,mobile,35.23,44478
1665,58,2025-01-20,bopis,793.93,72712
1666,109,2025-11-02,mobile,138.54,62711
1667,330,2024-08-17,web,1117.54,65812
1668,38,2025-01-24,store,13.23,53726
1669,398,2024-07-31,store,345.39,12011
1670,235,2025-08-18,bopis,484.57,59201
1671,98,2025-09-06,mobile,91.2,74597
1672,292,2024-07-11,mobile,247.15,56123
1673,260,2024-07-24,mobile,82.3,43230
1674,349,2026-01-01,store,1082.55,45056
1675,292,2025-09-12,web,342.33,44014
1676,451,2025-09-12,web,90.43,17399
1677,45,2024-11-25,web,762.18,52593
1678,408,2024-08-06,web,44.35,38350
1679,81,2024-05-20,web,1135.96,23949
1680,382,2025-10-21,web,67.55,93848
1681,281,2024-01-05,web,119.22,96293
1682,56,2024-01-25,mobile,77.08,78733
1683,73,2026-01-01,mobile,947.82,13530
1684,408,2025-05-03,mobile,312.92,25917
1685,51,2025-05-15,web,1493.35,94595
1686,376,2025-06-06,web,215.5,17790
1687,123,2025-06-11,store,55.48,54421
1688,31,2025-03-19,web,20.69,81028
1689,36,2025-03-10,web,201.9,82896
1690,166,2024-10-28,bopis,235.56,51125
1691,348,2025-07-03,web,119.7,36390
1692,483,2025-10-23,bopis,756.71,16382
1693,288,2024-03-11,web,1172.62,46006
1694,328,2025-05-08,mobile,196.26,95361
1695,244,2024-08-31,web,66.38,67032
1696,53,2025-05-23,store,117.81,87125
1697,464,2025-06-20,store,69.13,70930
1698,106,2025-08-26,mobile,216.45,97930
1699,101,2024-06-09,store,270.43,21311
1700,171,2025-08-23,mobile,28.81,19196
1701,490,2025-03-30,web,947.82,46576
1702,214,2025-10-29,web,80.59,78480
1703,278,2024-05-05,web,1277.39,87802
1704,263,2025-11-25,mobile,92.62,62854
1705,291,2025-10-12,web,1029.67,38865
1706,67,2024-02-10,store,138.13,26616
1707,116,2025-02-12,web,120.13,57734
1708,329,2024-06-07,store,69.13,19198
1709,465,2024-01-03,bopis,39.64,67001
1710,366,2025-01-25,mobile,138.75,85757
1711,257,2025-05-07,web,194.48,53995
1712,437,2025-01-05,store,138.13,30239
1713,144,2024-05-27,web,505.62,78152
1714,374,2024-10-27,web,123.41,75652
1715,210,2025-09-07,web,217.93,28406
1716,417,2024-09-27,store,211.02,18567
1717,158,2024-11-25,bopis,166.44,50495
1718,54,2024-12-28,bopis,2509.82,62155
1719,78,2024-02-06,mobile,262.73,18400
1720,174,2024-01-09,web,482.97,38457
1721,427,2025-03-06,store,175.38,91466
1722,115,2025-05-16,mobile,55.06,28396
1723,390,2025-03-21,mobile,353.34,27727
1724,339,2024-02-13,mobile,304.12,22212
1725,378,2025-04-08,store,138.75,82900
1726,442,2024-12-29,store,466.33,37818
1727,22,2024-06-01,mobile,200.22,61354
1728,485,2024-12-14,mobile,297.18,39671
1729,78,2025-02-14,mobile,336.97,95844
1730,287,2024-02-09,web,207.54,77156
1731,187,2026-01-01,mobile,749.58,24133
1732,183,2025-12-02,bopis,42.32,77065
1733,6,2024-08-21,bopis,35.72,13066
1734,26,2024-01-13,web,2248.74,23350
1735,257,2025-06-23,web,72.15,93925
1736,57,2025-12-04,web,39.64,73837
1737,383,2024-05-27,bopis,44.35,10073
1738,69,2025-04-29,bopis,976.63,29704
1739,240,2025-12-08,bopis,266.58,22420
1740,26,2024-06-22,web,166.44,95685
1741,126,2025-09-15,web,388.96,19384
1742,356,2025-02-28,mobile,461.59,76595
1743,457,2024-07-06,store,506.84,32232
1744,139,2024-08-25,web,138.75,26089
1745,257,2025-01-11,mobile,41.08,42034
1746,122,2025-10-24,web,62.3,29739
1747,135,2024-05-02,mobile,20.69,10166
1748,382,2025-09-07,web,245.03,25586
1749,489,2025-04-08,web,138.75,18535
1750,179,2025-05-13,web,205.57,96576
1751,8,2024-06-20,web,1082.55,96282
1752,223,2024-11-01,web,62.3,71428
1753,231,2025-02-27,mobile,655.72,54684
1754,353,2024-06-09,store,99.06,57326
1755,204,2024-08-08,bopis,322.57,27013
1756,270,2025-02-12,store,172.82,46358
1757,67,2025-02-27,mobile,428.03,90877
1758,274,2024-04-03,mobile,744.25,38624
1759,437,2025-12-29,store,1213.34,48847
1760,288,2024-08-24,mobile,230.56,81677
1761,463,2025-06-21,web,84.52,18136
1762,353,2025-11-11,mobile,185.41,89790
1763,4,2024-07-12,mobile,194.84,58289
1764,405,2025-01-15,web,160.51,40602
1765,268,2025-12-19,bopis,301.02,53843
1766,1,2024-01-18,mobile,21.75,82997
1767,74,2025-06-25,mobile,194.48,31758
1768,393,2024-04-12,web,46.31,41513
1769,359,2025-10-08,bopis,392.31,94138
1770,489,2024-02-20,bopis,369.89,14698
1771,197,2024-09-17,web,39.69,14517
1772,425,2025-12-31,mobile,108.72,25960
1773,338,2024-03-15,bopis,35.72,56297
1774,202,2025-08-23,web,121.76,55896
1775,1,2025-10-27,bopis,20.16,66074
1776,492,2024-07-25,web,39.9,84586
1777,116,2024-01-17,mobile,117.22,26623
1778,297,2024-12-05,web,90.43,62598
1779,76,2024-01-08,mobile,78.07,73284
1780,499,2025-08-08,mobile,72.27,22207
1781,74,2024-12-10,web,256.83,98030
1782,60,2025-11-03,mobile,51.27,47038
1783,283,2025-01-21,store,86.41,61772
1784,27,2024-03-13,store,354.4,61267
1785,181,2025-10-15,bopis,201.9,87961
1786,314,2024-12-13,web,1060.03,12582
1787,110,2025-11-19,bopis,21.75,61775
1788,18,2024-10-24,mobile,311.26,43703
1789,258,2025-05-31,mobile,319.94,30833
1790,125,2025-02-21,bopis,86.41,66073
1791,8,2025-11-04,mobile,1029.67,54361
1792,63,2024-12-07,bopis,297.18,42861
1793,483,2025-04-13,mobile,118.92,53306
1794,338,2025-05-15,store,91.38,81193
1795,345,2024-12-23,web,201.9,22182
1796,476,2024-06-01,store,44.34,95770
1797,48,2025-05-13,mobile,29.41,93093
1798,317,2024-10-28,web,147.27,92409
1799,127,2025-12-04,mobile,100.58,14308
1800,196,2025-09-24,mobile,114.4,56621
1801,14,2025-11-02,web,78.07,61824
1802,408,2025-01-11,web,247.15,50567
1803,99,2025-12-08,web,479.4,43496
1804,345,2025-10-25,web,244.09,28816
1805,388,2024-03-15,web,81.38,36368
1806,226,2024-10-15,store,44.34,45797
1807,47,2024-08-31,store,21.75,49772
1808,331,2025-03-01,bopis,289.33,24433
1809,441,2025-07-06,mobile,112.05,72963
1810,303,2024-04-08,web,947.82,27315
1811,273,2025-04-30,web,34.3,60933
1812,444,2024-05-07,store,51.27,76391
1813,236,2025-06-22,store,201.9,28788
1814,238,2025-07-30,web,194.84,26855
1815,334,2024-10-30,store,76.32,16783
1816,3,2025-04-14,web,1513.42,59535
1817,111,2024-04-27,mobile,319.94,47058
1818,63,2024-09-06,mobile,1942.38,35532
1819,351,2025-07-23,web,646.5,43257
1820,144,2025-04-12,store,81.38,96778
1821,233,2024-11-10,web,37.24,26944
1822,251,2025-02-03,bopis,81.69,27928
1823,89,2024-01-01,web,78.07,22497
1824,256,2024-01-15,mobile,42.32,80994
1825,47,2024-03-25,mobile,767.59,72912
1826,2,2026-01-01,web,36.36,42516
1827,152,2025-10-14,web,194.84,31239
1828,97,2024-07-14,store,44.34,50380
1829,24,2024-06-09,mobile,2689.34,36233
1830,498,2025-10-09,mobile,240.26,64321
1831,17,2025-11-07,bopis,46.31,31382
1832,67,2024-01-20,store,216.59,50891
1833,369,2025-01-21,mobile,247.15,10783
1834,461,2025-02-14,web,196.26,10927
1835,85,2025-11-17,web,194.84,26629
1836,13,2025-11-16,bopis,1248.93,83835
1837,65,2025-06-22,bopis,156.14,26142
1838,400,2024-06-25,store,66.38,58841
1839,175,2025-02-09,store,160.51,66313
1840,118,2025-12-09,web,180.86,23795
1841,443,2024-05-08,web,107.48,89588
1842,378,2025-04-26,web,156.46,28569
1843,148,2025-06-18,web,450.24,50382
1844,483,2025-10-11,mobile,65.25,75462
1845,47,2025-07-06,mobile,133.2,92469
1846,248,2025-09-19,web,158.47,13853
1847,340,2024-03-01,bopis,77.08,23772
1848,74,2025-04-16,web,749.58,23344
1849,285,2025-10-18,web,97.86,26131
1850,260,2025-03-15,mobile,147.27,26720
1851,314,2025-03-22,mobile,937.32,30858
1852,357,2024-05-29,mobile,128.66,69121
1853,147,2025-10-06,bopis,199.14,85659
1854,494,2024-05-04,web,59.0,10245
1855,332,2025-01-11,mobile,96.79,36789
1856,415,2024-10-23,bopis,873.93,78539
1857,279,2024-04-24,store,681.38,10741
1858,396,2025-03-10,mobile,1308.89,94254
1859,92,2025-01-18,web,85.98,96085
1860,132,2025-03-12,web,224.25,93462
1861,139,2024-03-01,store,35.72,41202
1862,299,2025-03-19,mobile,66.74,62754
1863,341,2025-12-01,web,647.46,53775
1864,146,2024-06-03,store,2102.63,31163
1865,237,2025-07-22,mobile,689.61,58873
1866,240,2025-09-17,web,71.44,13554
1867,184,2025-08-19,web,76.32,86564
1868,37,2025-04-15,bopis,947.82,65554
1869,404,2025-09-24,web,1311.82,27845
1870,449,2024-02-11,store,947.82,67336
1871,296,2025-08-12,store,94.33,30549
1872,154,2025-09-14,web,55.06,32436
1873,202,2024-11-30,mobile,172.82,11005
1874,391,2025-04-17,web,1326.69,88676
1875,100,2025-05-06,web,39.27,87832
1876,56,2024-12-16,web,634.01,52084
1877,440,2025-04-13,store,494.48,69081
1878,332,2025-10-20,store,231.08,96025
1879,31,2025-03-12,web,293.86,25334
1880,477,2025-11-23,web,1103.43,24063
1881,184,2025-04-04,store,156.31,43689
1882,76,2025-04-16,store,101.54,50445
1883,343,2025-12-08,mobile,1143.35,56258
1884,84,2024-06-16,bopis,561.7,21670
1885,120,2025-06-14,mobile,952.62,40999
1886,461,2025-11-02,mobile,150.34,81877
1887,320,2024-09-11,web,690.96,33131
1888,498,2025-02-27,mobile,60.06,49158
1889,73,2025-09-10,bopis,224.97,83109
1890,39,2024-01-12,bopis,67.55,91440
1891,386,2024-08-25,mobile,1942.38,17028
1892,84,2024-12-13,web,520.87,65595
1893,402,2024-06-14,bopis,88.23,45363
1894,403,2025-09-01,store,51.27,20929
1895,46,2025-10-31,web,215.5,76370
1896,263,2024-02-02,bopis,72.15,95446
1897,199,2025-06-22,web,41.46,59182
1898,474,2024-01-29,web,35.72,70782
1899,469,2025-10-03,store,647.46,57527
1900,316,2024-01-06,web,58.16,49886
1901,195,2025-07-06,store,379.89,27297
1902,55,2024-06-28,mobile,323.54,56902
1903,448,2025-04-15,mobile,414.39,41457
1904,255,2024-12-27,web,21.75,18123
1905,436,2024-01-19,web,639.26,93625
1906,126,2025-03-05,web,247.15,98949
1907,116,2024-05-05,bopis,569.96,45466
1908,314,2024-09-23,web,39.9,80658
1909,436,2025-03-19,bopis,86.41,18650
1910,168,2025-12-24,web,494.3,22754
1911,68,2024-06-24,web,321.02,10850
1912,318,2024-11-30,web,169.04,29634
1913,434,2025-07-21,web,213.65,54703
1914,472,2025-03-23,mobile,700.37,37442
1915,176,2024-12-02,web,504.49,46709
1916,500,2024-06-09,web,179.58,58613
1917,347,2025-02-17,mobile,1060.03,72431
1918,436,2025-09-27,store,37.24,30571
1919,10,2025-07-22,mobile,67.11,78114
1920,295,2024-07-01,mobile,90.43,14779
1921,168,2024-01-15,web,66.74,67395
1922,345,2025-01-17,web,138.75,75143
1923,155,2024-05-08,web,90.43,88077
1924,72,2025-08-12,web,67.55,72119
1925,108,2025-07-31,bopis,20.16,62681
1926,69,2024-05-17,mobile,1276.41,46332
1927,99,2024-04-21,mobile,998.01,81312
1928,275,2025-10-03,web,222.74,29018
1929,131,2025-11-16,store,69.11,33967
1930,474,2025-09-24,store,78.07,50904
1931,366,2025-08-02,bopis,592.32,58201
1932,187,2025-07-19,store,235.05,23973
1933,310,2024-08-10,mobile,122.13,72210
1934,69,2025-10-18,bopis,371.73,50234
1935,115,2025-04-04,mobile,1162.69,82162
1936,482,2024-06-22,web,160.51,62981
1937,323,2024-09-28,web,231.84,12521
1938,237,2024-02-08,web,332.78,31562
1939,71,2025-03-31,bopis,194.48,58855
1940,472,2024-02-21,bopis,749.58,70377
1941,257,2024-07-19,bopis,118.0,45711
1942,140,2025-06-26,store,29.41,91879
1943,83,2024-06-11,web,123.39,19301
1944,246,2025-04-05,mobile,116.43,51632
1945,5,2024-06-05,web,67.11,25715
1946,133,2024-01-16,web,58.16,78203
1947,242,2025-12-12,mobile,128.22,43261
1948,131,2025-10-14,mobile,21.75,20518
1949,437,2024-08-26,store,111.72,64997
1950,239,2025-09-15,web,1370.68,43877
1951,74,2025-11-14,web,296.11,42429
1952,36,2025-07-11,mobile,36.24,63206
1953,156,2024-07-24,mobile,246.78,85412
1954,14,2025-05-11,mobile,504.49,69989
1955,179,2024-09-28,mobile,99.06,75617
1956,293,2024-06-25,bopis,691.81,59757
1957,208,2024-08-23,mobile,319.71,22838
1958,108,2024-02-19,store,91.38,19406
1959,12,2024-08-05,web,191.54,99561
1960,304,2025-03-19,store,158.91,11656
1961,34,2024-04-01,web,77.3,36072
1962,18,2025-01-06,web,21.75,45395
1963,400,2024-01-10,web,185.41,73342
1964,416,2025-04-09,bopis,835.99,49081
1965,103,2024-12-18,web,72.27,15282
1966,361,2025-04-13,web,194.48,59721
1967,412,2024-05-05,bopis,41.08,42879
1968,2,2025-09-27,bopis,120.13,66044
1969,303,2025-06-06,web,46.31,97425
1970,113,2024-04-16,bopis,947.82,98854
1971,145,2024-12-11,web,111.55,71459
1972,273,2024-08-22,store,501.41,48986
1973,64,2024-08-11,store,201.9,66699
1974,188,2025-09-07,mobile,202.65,74056
1975,371,2024-02-05,web,51.27,13094
1976,309,2024-11-24,web,73.48,69980
1977,484,2025-08-23,web,85.98,30650
1978,174,2024-07-03,mobile,1060.03,64573
1979,191,2024-04-05,store,116.43,61551
1980,398,2024-07-25,bopis,105.69,10912
1981,214,2024-10-03,web,302.03,37597
1982,81,2024-10-19,bopis,203.45,68943
1983,393,2025-01-18,store,94.4,25732
1984,259,2024-01-09,bopis,2816.31,42134
1985,491,2025-04-09,mobile,37.24,10010
1986,331,2024-10-30,web,584.52,69582
1987,178,2024-12-18,web,29.41,48775
1988,64,2024-08-14,web,756.71,36544
1989,211,2024-07-01,store,319.94,63750
1990,180,2025-12-25,store,247.15,11017
1991,300,2025-10-11,web,227.11,14432
1992,109,2025-11-14,mobile,736.35,70943
1993,449,2024-12-09,bopis,91.38,92184
1994,211,2024-02-26,mobile,178.87,36673
1995,132,2025-05-30,store,834.01,17510
1996,163,2025-06-18,store,85.42,63265
1997,495,2025-02-11,bopis,132.36,92802
1998,323,2024-03-10,web,207.24,11285
1999,214,2024-09-24,web,113.66,41925
2000,165,2025-04-21,web,58.16,44170
2001,168,2025-10-09,mobile,158.91,43224
2002,311,2025-09-09,mobile,138.13,37823
2003,297,2024-02-13,mobile,163.38,40231
2004,53,2025-05-14,bopis,154.6,15592
2005,228,2025-07-12,web,80.06,88322
2006,452,2025-07-12,bopis,67.55,15529
2007,477,2024-06-06,mobile,185.41,11247
2008,144,2025-06-22,mobile,72.72,69806
2009,225,2024-03-16,web,51.27,21218
2010,34,2025-01-02,web,855.64,37080
2011,453,2025-03-30,bopis,100.58,63308
2012,169,2024-03-26,bopis,61.43,94186
2013,45,2024-11-16,web,42.32,16547
2014,314,2025-03-28,store,147.27,29424
2015,136,2024-05-29,web,230.44,90186
2016,225,2025-01-20,bopis,818.69,10310
2017,245,2025-02-10,web,119.6,74380
2018,487,2025-07-09,web,21.75,45988
2019,331,2025-06-30,mobile,20.69,94334
2020,40,2024-11-25,mobile,96.79,49232
2021,202,2025-11-13,mobile,99.06,22509
2022,52,2025-06-11,web,261.47,12972
2023,250,2024-08-13,mobile,189.77,65615
2024,487,2025-07-18,web,181.77,29643
2025,159,2025-03-28,web,247.15,87059
2026,174,2024-07-02,mobile,227.42,86954
2027,448,2025-09-24,mobile,408.04,48951
2028,44,2025-12-10,mobile,819.1,22991
2029,349,2025-06-08,mobile,173.68,16829
2030,319,2024-04-04,store,156.46,85453
2031,189,2024-03-26,mobile,20.16,61758
2032,48,2025-08-29,web,116.43,96276
2033,143,2025-07-30,mobile,240.79,49636
2034,244,2024-12-01,mobile,1330.0,94722
2035,273,2024-04-23,mobile,67.55,61968
2036,18,2025-07-06,mobile,86.41,77583
2037,355,2024-07-08,web,13.23,38246
2038,113,2024-06-29,store,283.1,99019
2039,116,2024-04-30,web,1060.03,14247
2040,187,2024-01-04,store,36.24,53138
2041,487,2024-05-10,bopis,1942.38,28856
2042,356,2024-04-28,web,55.06,66139
2043,344,2025-01-19,store,720.95,72285
2044,280,2025-09-21,bopis,302.79,28579
2045,455,2024-07-01,mobile,156.46,97605
2046,105,2025-09-01,mobile,683.85,44793
2047,166,2025-10-26,mobile,199.64,24696
2048,495,2024-08-07,mobile,37.24,57239
2049,415,2024-03-25,web,82.3,82702
2050,90,2024-11-10,mobile,1586.0,10039
2051,459,2025-08-17,web,1169.11,59081
2052,336,2024-08-15,web,66.38,89364
2053,301,2024-05-19,mobile,123.39,68966
2054,121,2024-07-01,web,1029.83,79725
2055,286,2025-03-25,mobile,55.48,42881
2056,77,2024-09-08,store,479.4,36989
2057,346,2025-12-09,store,236.58,17524
2058,339,2025-10-15,bopis,1322.87,98861
2059,176,2025-03-22,web,647.46,74795
2060,134,2024-04-02,bopis,125.25,65764
2061,355,2024-09-29,mobile,77.28,68106
2062,275,2024-11-09,store,21.75,76653
2063,474,2024-11-29,mobile,354.4,57370
2064,156,2024-12-24,web,227.11,83508
2065,248,2025-11-22,mobile,873.93,19809
2066,246,2025-01-07,web,150.08,98282
2067,54,2024-04-12,store,69.13,12418
2068,418,2024-11-23,store,138.22,38891
2069,104,2025-08-21,store,292.78,10176
2070,470,2025-02-05,store,392.52,61537
2071,31,2024-03-05,bopis,631.98,86325
2072,211,2024-09-06,web,61.11,55576
2073,22,2025-09-11,mobile,639.26,81890
2074,229,2024-10-03,mobile,854.76,77692
2075,195,2024-01-11,web,1860.56,64683
2076,453,2024-04-23,web,160.51,85221
2077,193,2025-09-12,mobile,13.23,31418
2078,191,2024-06-04,store,164.55,79559
2079,226,2024-05-26,bopis,709.52,95701
2080,495,2025-08-11,web,639.88,26760
2081,260,2025-04-08,web,354.4,61808
2082,402,2024-03-15,store,194.84,27246
2083,51,2025-05-27,web,55.06,47212
2084,429,2024-10-29,store,77.3,29374
2085,131,2024-11-20,mobile,1029.67,52841
2086,273,2024-04-06,web,39.9,88589
2087,51,2024-04-06,mobile,67.11,81494
2088,7,2024-04-01,mobile,44.35,31386
2089,161,2024-08-03,web,700.43,73571
2090,212,2025-02-07,store,811.36,89735
2091,365,2025-03-30,web,41.46,96046
2092,344,2024-11-27,mobile,150.08,86239
2093,100,2024-09-23,mobile,21.75,67004
2094,81,2024-09-04,mobile,999.09,12094
2095,159,2024-02-03,web,34.3,25220
2096,215,2024-06-30,bopis,66.74,95763
2097,404,2024-01-09,mobile,135.87,15868
2098,481,2024-06-11,mobile,1029.67,33369
2099,223,2025-05-14,mobile,434.19,62986
2100,456,2024-08-31,web,959.82,65205
2101,498,2025-11-23,web,78.07,26807
2102,296,2024-10-06,web,249.96,10869
2103,383,2025-05-23,web,52.97,41278
2104,298,2025-06-23,bopis,32.62,41628
2105,453,2024-08-26,web,51.27,46930
2106,177,2025-01-12,store,708.8,50524
2107,300,2024-05-20,web,279.55,48699
2108,78,2024-09-08,mobile,100.58,99607
2109,453,2025-10-06,web,194.84,18380
2110,279,2025-04-20,mobile,84.64,21418
2111,347,2024-02-15,web,322.82,40606
2112,468,2025-11-10,web,1374.24,49850
2113,71,2024-03-10,mobile,395.97,35125
2114,286,2025-11-23,web,682.02,37634
2115,74,2025-02-01,web,868.55,91504
2116,362,2025-12-23,web,156.46,84852
2117,445,2025-01-14,store,387.31,10071
2118,37,2024-10-17,web,67.11,24040
2119,111,2024-08-13,web,29.41,64277
2120,197,2025-04-14,web,196.26,49443
2121,5,2024-02-18,mobile,1513.47,36099
2122,16,2025-07-25,store,504.49,57362
2123,55,2025-10-29,mobile,1748.02,46457
2124,424,2025-12-02,store,185.41,19897
2125,500,2025-03-24,mobile,52.97,55428
2126,80,2025-01-03,web,1513.42,93717
2127,238,2024-12-23,store,150.08,48695
2128,415,2024-03-14,web,39.9,61377
2129,487,2024-10-23,store,36.24,82069
2130,473,2024-12-05,mobile,32.62,72621
2131,402,2025-01-17,store,1562.61,35727
2132,85,2025-12-10,web,29.41,76038
2133,202,2024-12-08,web,64.04,19983
2134,186,2024-05-03,mobile,123.39,66923
2135,240,2025-02-16,web,133.02,50961
2136,358,2025-05-26,mobile,185.41,42608
2137,127,2025-03-27,web,90.43,29734
2138,358,2025-05-07,store,639.26,40973
2139,221,2024-06-13,bopis,172.82,60133
2140,257,2024-05-05,web,504.49,13398
2141,490,2024-06-09,mobile,66.38,11157
2142,60,2024-06-28,web,1137.11,72694
2143,405,2025-04-13,bopis,91.38,92065
2144,333,2024-12-10,bopis,99.06,84952
2145,235,2024-10-18,bopis,156.14,23582
2146,500,2024-09-18,mobile,20.69,86993
2147,329,2025-12-13,web,99.54,30396
2148,52,2025-02-14,web,138.36,84437
2149,28,2025-11-23,web,88.7,42143
2150,401,2024-03-22,mobile,1499.16,55630
2151,297,2025-08-01,web,156.46,48259
2152,487,2024-10-20,mobile,171.96,59130
2153,112,2024-02-16,bopis,156.31,57322
2154,361,2025-11-09,web,58.16,61639
2155,194,2024-01-23,store,123.39,27772
2156,429,2025-01-08,mobile,28.81,92250
2157,448,2024-11-26,bopis,131.48,31855
2158,434,2024-10-11,mobile,3336.23,32895
2159,279,2024-05-08,web,46.31,46800
2160,98,2025-05-20,web,99.06,29301
2161,172,2024-09-10,bopis,72.48,39179
2162,297,2025-10-03,mobile,111.72,26523
2163,434,2024-09-09,store,244.79,92651
2164,231,2024-04-07,web,227.11,44058
2165,443,2024-07-30,web,161.97,16256
2166,281,2025-05-01,bopis,62.3,22163
2167,492,2024-03-06,mobile,368.14,24514
2168,188,2024-09-09,mobile,56.52,26447
2169,436,2025-01-27,bopis,353.53,85716
2170,78,2025-06-25,bopis,311.26,14200
2171,412,2024-08-01,web,120.13,47138
2172,235,2025-09-10,web,39.9,44534
2173,51,2025-08-01,web,319.94,84350
2174,478,2024-12-14,store,82.3,95180
2175,329,2025-12-08,mobile,231.9,50210
2176,342,2024-10-28,web,154.58,34491
2177,4,2025-12-25,web,947.82,33937
2178,13,2025-01-15,web,138.96,63042
2179,75,2025-12-14,mobile,144.92,75707
2180,222,2025-05-17,web,227.11,40519
2181,399,2024-12-09,mobile,82.3,97628
2182,10,2025-12-25,mobile,586.31,73561
2183,460,2025-11-18,web,66.38,92278
2184,409,2024-07-25,mobile,99.06,98929
2185,150,2024-06-27,bopis,21.75,70845
2186,13,2025-01-07,mobile,32.62,34195
2187,49,2025-04-21,store,52.97,93212
2188,416,2024-04-14,web,81.38,45357
2189,325,2024-01-27,store,1942.38,41731
2190,190,2025-07-02,mobile,201.9,15901
2191,148,2024-12-23,web,319.94,84951
2192,53,2024-06-28,mobile,67.55,86398
2193,52,2024-12-06,web,561.7,35965
2194,104,2025-10-01,web,153.67,98457
2195,238,2025-05-12,store,77.95,65392
2196,21,2025-06-07,web,52.5,69121
2197,70,2025-09-25,web,36.36,91882
2198,455,2024-08-07,store,568.86,84316
2199,242,2025-05-16,bopis,322.03,98633
2200,242,2025-08-08,bopis,324.45,81386
2201,7,2024-02-14,web,150.08,16499
2202,287,2024-10-23,web,58.16,25816
2203,467,2024-09-22,mobile,55.06,77519
2204,231,2024-07-05,mobile,1995.73,94612
2205,181,2025-07-17,web,59.0,48281
2206,239,2024-05-03,web,124.6,20880
2207,65,2025-09-09,mobile,44.34,90118
2208,53,2024-07-11,web,1060.03,86564
2209,440,2024-03-12,mobile,139.0,45246
2210,434,2024-04-08,web,2621.79,70117
2211,117,2025-09-10,web,67.11,20371
2212,270,2025-06-05,mobile,584.52,42241
2213,32,2024-04-16,mobile,111.38,49946
2214,493,2024-03-07,web,247.57,20734
2215,243,2024-06-19,web,117.81,90315
2216,446,2025-11-18,web,201.9,62696
2217,258,2024-10-25,mobile,138.13,49215
2218,46,2024-08-06,store,72.15,41876
2219,438,2025-06-02,mobile,36.36,23121
2220,455,2025-07-13,mobile,69.11,78844
2221,225,2025-09-26,web,147.27,15161
2222,353,2024-10-17,mobile,1082.55,51331
2223,382,2024-12-15,web,227.42,59694
2224,226,2024-08-31,web,349.29,74197
2225,144,2024-11-25,mobile,34.3,69395
2226,257,2025-06-16,web,133.26,50821
2227,376,2024-07-26,web,223.58,50185
2228,438,2024-04-04,store,353.11,19265
2229,38,2025-12-23,mobile,55.48,54269
2230,116,2025-11-09,web,102.9,79528
2231,406,2025-03-05,web,58.16,25229
2232,74,2025-07-13,mobile,295.34,16546
2233,211,2025-03-29,mobile,41.46,51498
2234,327,2024-05-08,web,147.27,57137
2235,488,2025-04-06,bopis,82.3,18638
2236,347,2025-09-17,mobile,116.32,55969
2237,396,2024-04-02,web,120.13,91831
2238,494,2024-01-07,mobile,67.11,72639
2239,106,2025-04-09,web,639.26,26428
2240,295,2024-03-20,mobile,57.62,21924
2241,74,2024-06-21,web,406.75,14835
2242,362,2024-04-03,store,215.5,90940
2243,294,2025-11-05,mobile,37.24,68534
2244,305,2025-04-25,web,2843.46,15156
2245,493,2025-07-25,web,59.85,35467
2246,112,2024-06-21,mobile,312.62,25802
2247,178,2024-12-11,web,100.58,10643
2248,152,2024-03-11,web,41.08,38939
2249,423,2025-09-07,store,99.06,27278
2250,373,2025-08-31,mobile,85.98,78064
2251,312,2024-04-18,mobile,96.79,54943
2252,197,2024-04-23,mobile,246.9,32242
2253,190,2024-05-20,mobile,138.36,33302
2254,199,2025-02-09,bopis,623.55,28408
2255,246,2025-02-09,bopis,1082.55,22294
2256,105,2025-04-26,web,37.24,31462
2257,335,2025-09-25,web,203.45,97341
2258,425,2025-01-20,store,206.9,62690
2259,237,2024-04-06,mobile,227.11,19122
2260,497,2024-12-01,mobile,951.19,67976
2261,239,2025-12-26,bopis,123.39,11123
2262,284,2024-08-25,store,2165.1,51379
2263,27,2024-12-22,store,308.65,46946
2264,372,2024-12-15,bopis,76.32,30342
2265,77,2025-04-19,store,58.16,86864
2266,458,2025-06-02,bopis,185.41,82667
2267,328,2025-08-22,web,647.46,42151
2268,382,2025-01-21,store,227.11,45008
