return_id,order_item_id,customer_id,return_date,return_reason,return_channel,condition_received,disposition,refund_amount,restocking_fee,processing_cost,recovered_value,cycle_time_hours,fraud_flagged
9266,1335,237,2024-03-08,changed_mind,bopis,new_unopened,restock,32.62,0.0,3.24,22.83,54,False
9267,1338,472,2024-03-20,changed_mind,bopis,new_unopened,restock,749.58,0.0,17.04,524.71,84,False
9268,1339,257,2024-07-27,changed_mind,mobile,new_unopened,restock,118.0,0.0,21.15,82.6,93,False
9269,1341,83,2024-06-18,changed_mind,store,new_unopened,restock,123.39,0.0,9.52,86.37,97,False
9270,1342,246,2025-05-16,changed_mind,bopis,new_unopened,restock,116.43,0.0,13.94,81.5,38,False
9271,1343,5,2024-07-14,changed_mind,bopis,new_unopened,restock,67.11,0.0,22.49,46.98,64,False
9272,1349,239,2025-10-15,changed_mind,bopis,new_unopened,restock,147.27,0.0,18.19,103.09,47,False
9273,1352,74,2025-12-18,changed_mind,web,new_unopened,restock,34.3,0.0,24.87,24.01,50,False
9274,1358,179,2024-11-11,changed_mind,store,new_unopened,restock,99.06,0.0,15.01,69.34,17,False
9275,1359,293,2024-07-31,changed_mind,web,new_unopened,restock,647.46,0.0,17.84,453.22,110,False
9276,1370,416,2025-04-18,changed_mind,mobile,new_unopened,restock,86.41,0.0,17.63,60.49,154,False
9277,1372,103,2024-12-24,duplicate,web,damaged,restock,72.27,0.0,7.63,50.59,148,True
9278,1375,2,2025-10-28,changed_mind,bopis,new_unopened,restock,120.13,0.0,21.88,84.09,85,False
9279,1376,303,2025-07-18,changed_mind,bopis,new_unopened,restock,46.31,0.0,20.01,32.42,117,False
9280,1397,259,2024-02-07,changed_mind,bopis,new_unopened,restock,873.93,0.0,15.7,611.75,18,False
9281,1401,178,2025-01-16,changed_mind,store,new_unopened,restock,29.41,0.0,16.86,20.59,66,False
9282,1402,64,2024-09-06,changed_mind,mobile,new_unopened,restock,756.71,0.0,24.81,529.7,14,False
9283,1403,211,2024-07-02,changed_mind,store,damaged,refurbish,319.94,0.0,15.14,127.98,162,True
9284,1406,109,2025-11-20,changed_mind,bopis,new_unopened,restock,639.26,0.0,14.98,447.48,167,False
9285,1420,214,2024-09-26,changed_mind,bopis,new_unopened,restock,36.36,0.0,6.54,25.45,21,False
9286,1422,165,2025-05-17,changed_mind,web,new_unopened,restock,58.16,0.0,4.6,40.71,63,False
9287,1426,53,2025-06-18,changed_mind,mobile,new_unopened,restock,154.6,0.0,8.43,108.22,8,False
9288,1431,144,2025-07-08,changed_mind,bopis,new_unopened,restock,72.72,0.0,20.47,50.9,39,False
9289,1432,225,2024-04-23,changed_mind,store,new_unopened,restock,51.27,0.0,6.13,35.89,46,False
9290,1436,453,2025-04-27,changed_mind,web,new_unopened,restock,100.58,0.0,5.58,70.41,15,False
9291,1457,487,2025-07-29,changed_mind,store,new_unopened,restock,119.7,0.0,15.61,83.79,23,False
9292,1459,159,2025-04-18,changed_mind,mobile,new_unopened,restock,247.15,0.0,22.34,173.0,94,False
9293,1461,448,2025-09-30,duplicate,mobile,damaged,donate,196.26,0.0,20.79,19.63,76,True
9294,1464,44,2025-12-28,changed_mind,web,new_unopened,restock,504.49,0.0,9.64,353.14,103,False
9295,1469,189,2024-04-22,changed_mind,mobile,new_unopened,restock,20.16,0.0,7.86,14.11,136,False
9296,1470,48,2025-10-04,changed_mind,store,new_unopened,restock,116.43,0.0,19.16,81.5,77,False
9297,1471,143,2025-08-14,changed_mind,store,new_unopened,restock,46.31,0.0,17.72,32.42,72,False
9298,1477,18,2025-08-02,changed_mind,store,new_unopened,restock,86.41,0.0,9.93,60.49,168,False
9299,1478,355,2024-08-06,changed_mind,bopis,new_unopened,restock,13.23,0.0,23.96,9.26,164,False
9300,1479,113,2024-07-27,changed_mind,mobile,new_unopened,restock,86.84,0.0,11.52,60.79,13,False
9301,1482,187,2024-02-03,changed_mind,mobile,new_unopened,restock,36.24,0.0,19.24,25.37,86,False
9302,1495,495,2024-09-07,changed_mind,bopis,new_unopened,restock,37.24,0.0,24.56,26.07,167,False
9303,1496,415,2024-04-29,changed_mind,store,new_unopened,restock,82.3,0.0,23.22,57.61,147,False
9304,1501,336,2024-09-21,changed_mind,web,new_unopened,restock,66.38,0.0,8.2,46.47,144,False
9305,1502,301,2024-05-25,changed_mind,web,new_unopened,restock,123.39,0.0,7.83,86.37,143,False
9306,1503,121,2024-08-05,changed_mind,mobile,new_unopened,restock,155.9,0.0,23.1,109.13,63,False
9307,1514,355,2024-10-04,changed_mind,web,new_unopened,restock,77.28,0.0,22.88,54.1,119,False
9308,1518,248,2025-12-24,changed_mind,store,new_unopened,restock,873.93,0.0,15.22,611.75,102,False
9309,1532,195,2024-01-12,duplicate,mobile,opened_unused,refurbish,1082.55,0.0,5.02,433.02,161,True
9310,1535,453,2024-05-12,changed_mind,mobile,new_unopened,restock,160.51,0.0,6.0,112.36,53,False
9311,1544,402,2024-03-17,changed_mind,store,new_unopened,restock,194.84,0.0,6.65,136.39,72,False
9312,1546,429,2024-12-01,changed_mind,bopis,new_unopened,restock,77.3,0.0,24.06,54.11,78,False
9313,1551,161,2024-09-15,changed_mind,mobile,new_unopened,restock,647.46,0.0,24.46,453.22,32,False
9314,1553,212,2025-03-09,changed_mind,mobile,new_unopened,restock,647.46,0.0,22.64,453.22,45,False
9315,1558,100,2024-11-02,changed_mind,bopis,new_unopened,restock,21.75,0.0,14.53,15.22,166,False
9316,1559,81,2024-09-28,changed_mind,mobile,new_unopened,restock,51.27,0.0,20.47,35.89,146,False
9317,1561,159,2024-03-11,changed_mind,mobile,new_unopened,restock,34.3,0.0,3.77,24.01,13,False
9318,1579,453,2025-11-17,changed_mind,store,new_unopened,restock,194.84,0.0,16.71,136.39,150,False
9319,1589,286,2025-11-25,changed_mind,bopis,new_unopened,restock,46.31,0.0,7.34,32.42,65,False
9320,1599,111,2024-08-23,changed_mind,bopis,new_unopened,restock,29.41,0.0,10.54,20.59,31,False
9321,1602,16,2025-07-31,changed_mind,mobile,new_unopened,restock,504.49,0.0,19.66,353.14,52,False
9322,1605,424,2025-12-14,changed_mind,bopis,new_unopened,restock,185.41,0.0,24.23,129.79,167,False
9323,1606,500,2025-04-20,changed_mind,bopis,new_unopened,restock,52.97,0.0,24.53,37.08,155,False
9324,1607,80,2025-01-11,changed_mind,bopis,new_unopened,restock,1513.42,0.0,6.95,1059.39,65,False
9325,1612,402,2025-02-26,changed_mind,store,new_unopened,restock,1562.61,0.0,24.35,1093.83,109,False
9326,1614,202,2024-12-22,changed_mind,mobile,new_unopened,restock,35.23,0.0,13.74,24.66,72,False
9327,1618,358,2025-06-23,changed_mind,store,new_unopened,restock,185.41,0.0,23.18,129.79,37,False
9328,1622,257,2024-06-04,changed_mind,bopis,new_unopened,restock,504.49,0.0,23.99,353.14,146,False
9329,1626,405,2025-05-27,changed_mind,web,new_unopened,restock,91.38,0.0,20.88,63.97,102,False
9330,1635,297,2025-09-01,changed_mind,mobile,new_unopened,restock,156.46,0.0,9.35,109.52,128,False
9331,1636,487,2024-10-27,changed_mind,store,damaged,refurbish,171.96,0.0,6.46,68.78,76,True
9332,1637,112,2024-03-04,changed_mind,bopis,new_unopened,restock,156.31,0.0,17.8,109.42,112,False
9333,1640,429,2025-01-26,changed_mind,mobile,new_unopened,restock,28.81,0.0,22.6,20.17,26,False
9334,1646,98,2025-06-13,changed_mind,web,new_unopened,restock,99.06,0.0,19.29,69.34,37,False
9335,1657,492,2024-04-15,changed_mind,web,new_unopened,restock,215.5,0.0,3.85,150.85,52,False
9336,1659,188,2024-10-05,changed_mind,bopis,new_unopened,restock,36.36,0.0,16.72,25.45,139,False
9337,1664,78,2025-07-09,changed_mind,store,new_unopened,restock,311.26,0.0,14.81,217.88,134,False
9338,1673,13,2025-01-20,changed_mind,bopis,new_unopened,restock,39.9,0.0,22.34,27.93,40,False
9339,1685,416,2024-05-14,changed_mind,mobile,new_unopened,restock,81.38,0.0,9.13,56.97,6,False
9340,1686,325,2024-02-22,changed_mind,mobile,new_unopened,restock,1942.38,0.0,11.19,1359.67,115,False
9341,1688,148,2025-01-10,changed_mind,bopis,new_unopened,restock,319.94,0.0,24.56,223.96,17,False
9342,1703,242,2025-09-05,changed_mind,store,new_unopened,restock,77.3,0.0,21.04,54.11,159,False
9343,1708,231,2024-07-24,changed_mind,web,new_unopened,restock,77.95,0.0,8.33,54.56,78,False
9344,1712,65,2025-09-12,duplicate,mobile,opened_unused,donate,44.34,0.0,6.97,4.43,105,True
9345,1717,117,2025-10-21,changed_mind,bopis,new_unopened,restock,67.11,0.0,14.16,46.98,36,False
9346,1719,32,2024-04-24,changed_mind,store,new_unopened,restock,34.3,0.0,9.15,24.01,154,False
9347,1724,243,2024-07-06,changed_mind,mobile,new_unopened,restock,117.81,0.0,15.23,82.47,111,False
9348,1725,446,2025-12-30,changed_mind,store,new_unopened,restock,201.9,0.0,13.47,141.33,83,False
9349,1729,455,2025-08-01,changed_mind,store,new_unopened,restock,69.11,0.0,6.16,48.38,106,False
9350,1739,438,2024-04-28,changed_mind,web,new_unopened,restock,91.38,0.0,10.45,63.97,52,False
9351,1745,74,2025-08-07,changed_mind,web,new_unopened,restock,66.38,0.0,20.97,46.47,154,False
9352,1750,347,2025-10-23,changed_mind,web,new_unopened,restock,116.32,0.0,6.32,81.42,35,False
9353,1751,396,2024-05-14,changed_mind,bopis,new_unopened,restock,120.13,0.0,23.16,84.09,77,False
9354,1753,106,2025-05-24,changed_mind,mobile,new_unopened,restock,639.26,0.0,4.89,447.48,41,False
9355,1754,295,2024-03-24,changed_mind,bopis,new_unopened,restock,57.62,0.0,10.5,40.33,28,False
9356,1758,362,2024-04-06,changed_mind,mobile,new_unopened,restock,215.5,0.0,10.08,150.85,106,False
9357,1763,178,2025-01-13,changed_mind,store,new_unopened,restock,100.58,0.0,13.37,70.41,143,False
9358,1764,152,2024-04-18,changed_mind,mobile,new_unopened,restock,41.08,0.0,9.64,28.76,14,False
9359,1767,312,2024-05-14,changed_mind,web,new_unopened,restock,96.79,0.0,22.9,67.75,138,False
9360,1778,497,2024-12-27,changed_mind,web,new_unopened,restock,756.71,0.0,8.33,529.7,66,False
9361,1781,284,2024-10-07,changed_mind,store,new_unopened,restock,2165.1,0.0,18.0,1515.57,92,False
9362,1782,27,2025-01-14,changed_mind,mobile,new_unopened,restock,123.24,0.0,12.16,86.27,163,False
9363,1784,372,2024-12-28,changed_mind,mobile,new_unopened,restock,76.32,0.0,24.2,53.42,129,False
9364,1785,77,2025-05-04,changed_mind,mobile,new_unopened,restock,58.16,0.0,22.57,40.71,64,False
9365,1786,458,2025-07-15,changed_mind,web,new_unopened,restock,185.41,0.0,19.16,129.79,125,False
9366,1791,320,2024-03-01,changed_mind,web,new_unopened,restock,247.15,0.0,21.89,173.0,138,False
9367,1794,278,2024-07-08,changed_mind,store,new_unopened,restock,116.43,0.0,11.81,81.5,83,False
9368,1795,345,2025-05-10,changed_mind,store,new_unopened,restock,156.46,0.0,18.91,109.52,33,False
9369,1797,41,2024-04-12,changed_mind,mobile,new_unopened,restock,77.08,0.0,14.5,53.96,49,False
9370,1798,75,2025-10-10,changed_mind,store,new_unopened,restock,504.49,0.0,3.58,353.14,18,False
9371,1802,27,2024-08-10,changed_mind,web,new_unopened,restock,91.38,0.0,11.44,63.97,123,False
9372,1803,258,2024-10-30,changed_mind,bopis,new_unopened,restock,79.28,0.0,22.53,55.5,35,False
9373,1805,443,2024-02-02,changed_mind,bopis,new_unopened,restock,454.84,0.0,11.33,318.39,83,False
9374,1806,49,2025-09-14,changed_mind,store,new_unopened,restock,97.86,0.0,11.52,68.5,166,False
9375,1809,81,2025-12-29,changed_mind,mobile,new_unopened,restock,1029.67,0.0,24.56,720.77,17,False
9376,1818,347,2024-09-21,duplicate,store,opened_unused,destroy,147.27,0.0,22.98,14.73,164,True
9377,1819,56,2024-11-26,changed_mind,bopis,new_unopened,restock,1029.67,0.0,23.06,720.77,146,False
9378,1825,367,2024-11-18,changed_mind,web,new_unopened,restock,58.16,0.0,19.8,40.71,75,False
9379,1839,144,2024-10-04,changed_mind,web,new_unopened,restock,51.27,0.0,3.47,35.89,49,False
9380,1842,263,2024-03-01,changed_mind,bopis,new_unopened,restock,947.82,0.0,4.87,663.47,33,False
9381,1854,150,2024-08-16,changed_mind,bopis,new_unopened,restock,520.87,0.0,3.37,364.61,36,False
9382,1855,7,2025-04-24,changed_mind,web,new_unopened,restock,62.3,0.0,4.39,43.61,19,False
9383,1856,180,2024-12-09,changed_mind,store,new_unopened,restock,639.26,0.0,23.7,447.48,158,False
9384,1859,482,2025-02-11,changed_mind,web,new_unopened,restock,55.48,0.0,8.15,38.84,8,False
9385,1862,249,2024-06-28,changed_mind,bopis,new_unopened,restock,37.24,0.0,17.31,26.07,42,False
9386,1865,222,2025-09-11,changed_mind,store,new_unopened,restock,67.55,0.0,13.6,47.28,66,False
9387,1867,386,2025-08-25,changed_mind,bopis,new_unopened,restock,194.48,0.0,13.75,136.14,21,False
9388,1869,313,2024-08-17,changed_mind,mobile,new_unopened,restock,61.11,0.0,20.76,42.78,95,False
9389,1873,98,2025-03-04,changed_mind,store,new_unopened,restock,20.16,0.0,6.22,14.11,136,False
9390,1874,316,2024-10-14,changed_mind,bopis,new_unopened,restock,1060.03,0.0,12.6,742.02,151,False
9391,1877,297,2025-01-09,changed_mind,mobile,new_unopened,restock,1060.03,0.0,8.17,742.02,48,False
9392,1882,294,2025-10-31,changed_mind,mobile,new_unopened,restock,312.92,0.0,12.15,219.04,144,False
9393,1886,353,2024-02-24,changed_mind,bopis,new_unopened,restock,156.46,0.0,22.0,109.52,92,False
9394,1896,40,2024-05-18,changed_mind,mobile,new_unopened,restock,749.58,0.0,16.3,524.71,116,False
9395,1906,466,2025-09-05,changed_mind,bopis,new_unopened,restock,244.09,0.0,17.35,170.86,38,False
9396,1913,421,2025-01-03,changed_mind,store,new_unopened,restock,749.58,0.0,24.85,524.71,112,False
9397,1917,475,2025-08-03,changed_mind,mobile,new_unopened,restock,228.96,0.0,11.6,160.27,24,False
9398,1924,52,2025-07-26,changed_mind,mobile,new_unopened,restock,1060.03,0.0,11.49,742.02,95,False
9399,1930,289,2024-04-21,changed_mind,mobile,new_unopened,restock,1041.74,0.0,16.81,729.22,12,False
9400,1935,21,2025-01-11,not_as_described,bopis,damaged,refurbish,450.24,0.0,8.21,180.1,33,True
9401,1937,164,2025-04-05,changed_mind,store,new_unopened,restock,116.43,0.0,23.33,81.5,48,False
9402,1943,353,2025-04-19,changed_mind,mobile,new_unopened,restock,81.38,0.0,23.24,56.97,162,False
9403,1950,130,2025-10-16,changed_mind,mobile,new_unopened,restock,240.26,0.0,20.9,168.18,133,False
9404,1954,465,2025-08-20,not_as_described,mobile,damaged,destroy,65.25,0.0,24.23,6.53,13,True
9405,1969,24,2024-01-07,changed_mind,bopis,new_unopened,restock,36.36,0.0,16.09,25.45,152,False
9406,1974,352,2024-06-20,duplicate,web,damaged,refurbish,52.97,0.0,20.18,21.19,50,True
9407,1982,65,2024-03-03,changed_mind,web,new_unopened,restock,185.41,0.0,6.06,129.79,146,False
9408,1989,186,2025-08-10,changed_mind,web,new_unopened,restock,203.45,0.0,11.86,142.41,111,False
9409,1992,48,2025-05-24,changed_mind,store,new_unopened,restock,69.18,0.0,8.26,48.43,47,False
9410,1994,74,2024-05-23,changed_mind,web,new_unopened,restock,160.51,0.0,19.59,112.36,62,False
9411,1998,386,2025-08-05,changed_mind,store,new_unopened,restock,185.41,0.0,9.49,129.79,51,False
9412,1999,9,2024-06-27,changed_mind,bopis,new_unopened,restock,85.98,0.0,3.19,60.19,103,False
9413,2008,201,2025-02-06,changed_mind,web,new_unopened,restock,154.16,0.0,4.73,107.91,128,False
9414,2011,54,2024-09-29,changed_mind,store,new_unopened,restock,216.81,0.0,10.17,151.77,53,False
9415,2013,185,2024-05-19,changed_mind,web,new_unopened,restock,39.27,0.0,10.28,27.49,75,False
9416,2018,49,2024-11-04,changed_mind,web,new_unopened,restock,244.09,0.0,6.73,170.86,150,False
9417,2026,86,2024-09-22,changed_mind,bopis,new_unopened,restock,42.32,0.0,18.74,29.62,8,False
9418,2028,61,2024-07-06,changed_mind,mobile,new_unopened,restock,732.27,0.0,11.48,512.59,61,False
9419,2029,410,2025-04-07,changed_mind,store,new_unopened,restock,231.9,0.0,7.72,162.33,56,False
9420,2030,323,2024-06-19,changed_mind,mobile,new_unopened,restock,91.38,0.0,4.23,63.97,19,False
9421,2050,89,2025-03-26,changed_mind,bopis,new_unopened,restock,77.3,0.0,22.05,54.11,16,False
9422,2052,102,2025-03-24,changed_mind,store,new_unopened,restock,120.13,0.0,24.64,84.09,25,False
9423,2068,29,2024-07-05,changed_mind,web,new_unopened,restock,116.43,0.0,5.38,81.5,119,False
9424,2069,148,2025-07-05,changed_mind,mobile,new_unopened,restock,69.13,0.0,24.9,48.39,83,False
9425,2077,429,2024-08-22,changed_mind,bopis,new_unopened,restock,96.79,0.0,3.5,67.75,53,False
9426,2084,309,2025-10-23,changed_mind,web,new_unopened,restock,392.31,0.0,5.1,274.62,20,False
9427,2091,232,2024-04-15,changed_mind,store,new_unopened,restock,231.9,0.0,18.91,162.33,18,False
9428,2097,338,2024-06-25,changed_mind,store,new_unopened,restock,86.41,0.0,19.89,60.49,31,False
9429,2099,331,2024-09-18,changed_mind,mobile,new_unopened,restock,21.75,0.0,17.26,15.22,14,False
9430,2100,255,2024-03-15,changed_mind,web,new_unopened,restock,319.94,0.0,9.64,223.96,158,False
9431,2106,262,2024-09-16,changed_mind,store,new_unopened,restock,39.64,0.0,13.73,27.75,41,False
9432,2125,268,2025-04-16,not_as_described,bopis,used,liquidate,207.39,0.0,24.74,20.74,11,True
9433,2130,2,2025-04-13,changed_mind,web,new_unopened,restock,46.31,0.0,19.1,32.42,162,False
9434,2136,298,2024-01-20,changed_mind,web,new_unopened,restock,185.41,0.0,16.72,129.79,121,False
9435,2140,423,2025-11-03,changed_mind,mobile,new_unopened,restock,58.16,0.0,15.57,40.71,52,False
9436,2146,129,2024-06-04,changed_mind,bopis,new_unopened,restock,203.45,0.0,15.58,142.41,145,False
9437,2147,40,2024-06-10,changed_mind,mobile,new_unopened,restock,873.93,0.0,9.78,611.75,106,False
9438,2160,95,2025-12-07,changed_mind,mobile,new_unopened,restock,1060.03,0.0,23.18,742.02,57,False
9439,2161,321,2025-06-07,changed_mind,store,new_unopened,restock,138.22,0.0,17.33,96.75,50,False
9440,2170,54,2024-09-19,changed_mind,web,new_unopened,restock,116.32,0.0,24.19,81.42,134,False
9441,2176,110,2024-03-03,changed_mind,web,new_unopened,restock,150.08,0.0,12.34,105.06,167,False
9442,2177,388,2025-10-30,changed_mind,web,new_unopened,restock,196.26,0.0,4.24,137.38,124,False
9443,2181,447,2025-03-18,changed_mind,store,new_unopened,restock,454.84,0.0,5.09,318.39,131,False
9444,2182,420,2024-09-30,changed_mind,mobile,new_unopened,restock,39.27,0.0,7.79,27.49,60,False
9445,2185,109,2025-06-27,changed_mind,bopis,new_unopened,restock,51.27,0.0,17.28,35.89,38,False
9446,2186,192,2024-12-22,changed_mind,mobile,new_unopened,restock,79.8,0.0,20.75,55.86,98,False
9447,2189,404,2025-06-25,changed_mind,mobile,damaged,liquidate,77.95,0.0,19.31,7.8,15,True
9448,2216,246,2025-03-01,changed_mind,bopis,new_unopened,restock,231.84,0.0,10.4,162.29,158,False
9449,2219,250,2025-01-25,changed_mind,bopis,new_unopened,restock,203.45,0.0,19.3,142.41,100,False
9450,2223,249,2024-07-19,not_as_described,mobile,used,liquidate,196.26,0.0,8.7,19.63,123,True
9451,2236,156,2025-12-02,changed_mind,web,new_unopened,restock,156.31,0.0,21.38,109.42,58,False
9452,2244,145,2025-03-16,duplicate,mobile,opened_unused,donate,96.79,0.0,24.64,9.68,46,True
9453,2253,6,2024-05-04,changed_mind,bopis,new_unopened,restock,62.3,0.0,18.39,43.61,23,False
9454,2263,67,2024-11-27,changed_mind,mobile,used,donate,958.8,0.0,14.62,95.88,137,True
9455,2274,364,2025-04-21,changed_mind,store,new_unopened,restock,164.6,0.0,14.21,115.22,147,False
9456,2276,345,2025-11-03,changed_mind,bopis,new_unopened,restock,77.08,0.0,11.72,53.96,6,False
9457,2282,41,2024-08-01,changed_mind,mobile,new_unopened,restock,647.46,0.0,13.88,453.22,120,False
9458,2284,42,2024-09-03,changed_mind,store,new_unopened,restock,99.06,0.0,21.32,69.34,10,False
9459,2287,88,2025-09-11,changed_mind,bopis,new_unopened,restock,246.9,0.0,14.9,172.83,77,False
9460,2289,494,2024-03-08,changed_mind,web,new_unopened,restock,109.08,0.0,19.48,76.36,73,False
9461,2294,292,2024-06-03,changed_mind,mobile,new_unopened,restock,227.11,0.0,9.72,158.98,130,False
9462,2303,27,2025-04-07,changed_mind,mobile,new_unopened,restock,44.35,0.0,21.99,31.04,83,False
9463,2307,431,2025-08-13,changed_mind,bopis,new_unopened,restock,72.15,0.0,10.3,50.51,89,False
9464,2310,246,2024-08-06,changed_mind,mobile,new_unopened,restock,194.84,0.0,22.64,136.39,149,False
9465,2311,275,2024-07-29,changed_mind,store,new_unopened,restock,123.39,0.0,19.39,86.37,14,False
9466,2320,119,2025-06-03,changed_mind,bopis,new_unopened,restock,39.64,0.0,9.93,27.75,141,False
9467,2322,488,2024-01-24,changed_mind,web,new_unopened,restock,72.15,0.0,19.71,50.51,82,False
9468,2329,214,2025-09-02,changed_mind,web,new_unopened,restock,160.51,0.0,8.92,112.36,22,False
9469,2342,402,2024-07-17,changed_mind,web,new_unopened,restock,37.24,0.0,10.6,26.07,90,False
9470,2343,114,2025-02-14,changed_mind,store,new_unopened,restock,1895.64,0.0,12.29,1326.95,59,False
9471,2344,405,2025-11-18,changed_mind,mobile,new_unopened,restock,1747.86,0.0,21.52,1223.5,165,False
9472,2348,387,2024-10-12,changed_mind,bopis,new_unopened,restock,150.08,0.0,11.32,105.06,30,False
9473,2351,373,2024-11-11,changed_mind,store,new_unopened,restock,583.44,0.0,19.14,408.41,11,False
9474,2352,33,2025-03-13,duplicate,mobile,damaged,donate,138.75,0.0,7.06,13.88,143,True
9475,2353,68,2024-05-18,changed_mind,mobile,new_unopened,restock,135.1,0.0,19.57,94.57,35,False
9476,2358,284,2024-12-17,changed_mind,bopis,new_unopened,restock,1513.42,0.0,15.75,1059.39,32,False
9477,2359,438,2024-06-04,duplicate,store,damaged,refurbish,59.0,0.0,15.64,23.6,12,True
9478,2371,175,2025-12-28,changed_mind,bopis,new_unopened,restock,158.91,0.0,21.72,111.24,64,False
9479,2374,239,2024-12-31,changed_mind,mobile,new_unopened,restock,69.18,0.0,16.82,48.43,156,False
9480,2378,3,2025-10-08,changed_mind,bopis,new_unopened,restock,227.11,0.0,8.61,158.98,114,False
9481,2387,225,2025-11-25,changed_mind,mobile,used,liquidate,67.55,0.0,3.58,6.75,126,True
9482,2390,379,2024-11-28,changed_mind,store,new_unopened,restock,41.38,0.0,13.94,28.97,131,False
9483,2396,153,2024-03-03,changed_mind,mobile,new_unopened,restock,144.54,0.0,6.52,101.18,23,False
9484,2397,322,2025-04-27,changed_mind,bopis,new_unopened,restock,194.48,0.0,18.46,136.14,164,False
9485,2402,62,2025-07-13,not_as_described,web,opened_unused,refurbish,42.32,0.0,12.52,16.93,81,True
9486,2422,14,2025-10-31,changed_mind,bopis,new_unopened,restock,55.48,0.0,15.86,38.84,11,False
9487,2426,336,2025-05-21,changed_mind,web,new_unopened,restock,46.31,0.0,11.14,32.42,87,False
9488,2428,206,2024-06-06,changed_mind,mobile,new_unopened,restock,58.16,0.0,12.4,40.71,115,False
9489,2429,30,2024-08-14,changed_mind,web,new_unopened,restock,194.48,0.0,11.77,136.14,100,False
9490,2434,495,2025-08-20,changed_mind,web,new_unopened,restock,198.12,0.0,19.18,138.68,26,False
9491,2442,453,2025-12-26,changed_mind,store,new_unopened,restock,77.95,0.0,7.08,54.56,62,False
9492,2444,400,2025-07-24,changed_mind,web,new_unopened,restock,1562.61,0.0,10.33,1093.83,100,False
9493,2451,308,2025-07-13,changed_mind,store,new_unopened,restock,247.15,0.0,6.2,173.0,90,False
9494,2457,229,2024-02-25,changed_mind,mobile,new_unopened,restock,55.48,0.0,3.89,38.84,95,False
9495,2458,115,2024-12-27,changed_mind,store,new_unopened,restock,1294.92,0.0,3.48,906.44,140,False
9496,2460,307,2024-09-26,changed_mind,bopis,new_unopened,restock,741.45,0.0,13.45,519.01,155,False
9497,2466,36,2025-09-01,changed_mind,web,new_unopened,restock,118.92,0.0,6.48,83.24,124,False
9498,2467,175,2024-03-27,changed_mind,mobile,used,restock,153.81,0.0,11.84,107.67,168,True
9499,2480,375,2025-07-30,changed_mind,bopis,new_unopened,restock,77.08,0.0,3.85,53.96,167,False
9500,2482,39,2024-04-30,changed_mind,mobile,new_unopened,restock,41.08,0.0,14.14,28.76,24,False
9501,2486,131,2024-03-01,changed_mind,store,new_unopened,restock,96.79,0.0,14.69,67.75,29,False
9502,2501,275,2024-10-07,changed_mind,mobile,new_unopened,restock,46.31,0.0,5.33,32.42,85,False
9503,2511,397,2024-02-06,changed_mind,bopis,new_unopened,restock,59.85,0.0,5.68,41.89,59,False
9504,2514,99,2024-10-21,duplicate,bopis,damaged,refurbish,349.29,0.0,15.69,139.72,74,True
9505,2521,320,2024-03-28,changed_mind,bopis,new_unopened,restock,215.5,0.0,21.96,150.85,81,False
9506,2533,329,2025-10-10,changed_mind,store,new_unopened,restock,41.08,0.0,22.45,28.76,43,False
9507,2545,5,2025-11-18,changed_mind,bopis,new_unopened,restock,28.81,0.0,13.21,20.17,10,False
9508,2549,79,2024-07-04,changed_mind,web,new_unopened,restock,708.8,0.0,18.16,496.16,114,False
9509,2555,429,2025-08-12,changed_mind,web,new_unopened,restock,133.48,0.0,7.35,93.44,27,False
9510,2557,322,2025-01-09,changed_mind,mobile,new_unopened,restock,488.18,0.0,4.99,341.73,68,False
9511,2571,373,2024-03-04,changed_mind,store,new_unopened,restock,44.34,0.0,8.24,31.04,40,False
9512,2580,354,2024-07-16,duplicate,bopis,used,restock,51.27,0.0,5.15,35.89,117,True
9513,2591,47,2024-12-07,changed_mind,mobile,new_unopened,restock,1060.03,0.0,9.21,742.02,85,False
9514,2592,382,2025-12-21,changed_mind,web,new_unopened,restock,36.24,0.0,15.57,25.37,63,False
9515,2598,56,2024-06-08,changed_mind,store,new_unopened,restock,67.55,0.0,16.17,47.28,53,False
9516,2599,358,2025-03-18,changed_mind,bopis,new_unopened,restock,215.5,0.0,16.87,150.85,134,False
9517,2601,45,2025-12-16,changed_mind,mobile,new_unopened,restock,67.11,0.0,9.27,46.98,136,False
9518,2605,408,2024-03-19,changed_mind,web,new_unopened,restock,71.44,0.0,14.27,50.01,79,False
9519,2606,58,2025-08-17,changed_mind,store,new_unopened,restock,36.36,0.0,23.93,25.45,17,False
9520,2617,428,2024-10-28,changed_mind,mobile,new_unopened,restock,244.09,0.0,11.33,170.86,92,False
9521,2619,414,2024-10-29,changed_mind,web,new_unopened,restock,86.84,0.0,13.83,60.79,143,False
9522,2623,28,2025-03-12,changed_mind,bopis,new_unopened,restock,147.27,0.0,16.53,103.09,151,False
9523,2625,296,2025-03-03,changed_mind,web,new_unopened,restock,72.48,0.0,3.42,50.74,145,False
9524,2631,89,2024-07-06,changed_mind,web,new_unopened,restock,77.28,0.0,15.9,54.1,18,False
9525,2634,300,2025-09-25,changed_mind,bopis,new_unopened,restock,120.13,0.0,22.3,84.09,38,False
9526,2636,21,2024-09-21,changed_mind,store,new_unopened,restock,66.38,0.0,18.88,46.47,18,False
9527,2641,483,2025-08-23,changed_mind,web,new_unopened,restock,185.41,0.0,10.95,129.79,87,False
